"date","year","month","day","5405001"
1992-12-01,"1992","12","01",86.898
1993-01-01,"1993","01","01",98.78
1993-02-01,"1993","02","01",75.312
1993-03-01,"1993","03","01",75.001
1993-04-01,"1993","04","01",40.739
1993-05-01,"1993","05","01",23.497
1993-06-01,"1993","06","01",19.482
1993-07-01,"1993","07","01",21.282
1993-08-01,"1993","08","01",34.91
1993-09-01,"1993","09","01",43.624
1993-10-01,"1993","10","01",62.423
1993-11-01,"1993","11","01",72.756
1993-12-01,"1993","12","01",92.308
1994-01-01,"1994","01","01",97.817
1994-02-01,"1994","02","01",71.822
1994-03-01,"1994","03","01",70.59
1994-04-01,"1994","04","01",43.328
1994-05-01,"1994","05","01",31.465
1994-06-01,"1994","06","01",20.276
1994-07-01,"1994","07","01",19.963
1994-08-01,"1994","08","01",34.145
1994-09-01,"1994","09","01",52.789
1994-10-01,"1994","10","01",59.716
1994-11-01,"1994","11","01",73.302
1994-12-01,"1994","12","01",98.364
1995-01-01,"1995","01","01",94.769
1995-02-01,"1995","02","01",71.975
1995-03-01,"1995","03","01",70.017
1995-04-01,"1995","04","01",48.563
1995-05-01,"1995","05","01",34.034
1995-06-01,"1995","06","01",20.932
1995-07-01,"1995","07","01",17.348
1995-08-01,"1995","08","01",28.976
1995-09-01,"1995","09","01",46.465
1995-10-01,"1995","10","01",61.869
1995-11-01,"1995","11","01",77.705
1995-12-01,"1995","12","01",91.997
1996-01-01,"1996","01","01",88.276
1996-02-01,"1996","02","01",78.606
1996-03-01,"1996","03","01",67.98
1996-04-01,"1996","04","01",42.674
1996-05-01,"1996","05","01",35.786
1996-06-01,"1996","06","01",21.754
1996-07-01,"1996","07","01",25.003
1996-08-01,"1996","08","01",32.207
1996-09-01,"1996","09","01",48.722
1996-10-01,"1996","10","01",64.445
1996-11-01,"1996","11","01",81.706
1996-12-01,"1996","12","01",89.123
1997-01-01,"1997","01","01",102.08
1997-02-01,"1997","02","01",81.08
1997-03-01,"1997","03","01",71.532
1997-04-01,"1997","04","01",53.386
1997-05-01,"1997","05","01",35.849
1997-06-01,"1997","06","01",14.757
1997-07-01,"1997","07","01",24.899
1997-08-01,"1997","08","01",33.414
1997-09-01,"1997","09","01",42.687
1997-10-01,"1997","10","01",50.259
1997-11-01,"1997","11","01",65.42
1997-12-01,"1997","12","01",86.883
1998-01-01,"1998","01","01",105.089
1998-02-01,"1998","02","01",65.362
1998-03-01,"1998","03","01",64.913
1998-04-01,"1998","04","01",37.37
1998-05-01,"1998","05","01",29.776
1998-06-01,"1998","06","01",20.854
1998-07-01,"1998","07","01",26.644
1998-08-01,"1998","08","01",35.756
1998-09-01,"1998","09","01",44.002
1998-10-01,"1998","10","01",75.114
1998-11-01,"1998","11","01",79.9
1998-12-01,"1998","12","01",91.38
1999-01-01,"1999","01","01",88.734
1999-02-01,"1999","02","01",79.712
1999-03-01,"1999","03","01",65.232
1999-04-01,"1999","04","01",47.363
1999-05-01,"1999","05","01",35.867
1999-06-01,"1999","06","01",19.751
1999-07-01,"1999","07","01",21.311
1999-08-01,"1999","08","01",31.684
1999-09-01,"1999","09","01",43.698
1999-10-01,"1999","10","01",60.759
1999-11-01,"1999","11","01",72.779
1999-12-01,"1999","12","01",87.986
2000-01-01,"2000","01","01",102.144
2000-02-01,"2000","02","01",73.271
2000-03-01,"2000","03","01",65.213
2000-04-01,"2000","04","01",48.12
2000-05-01,"2000","05","01",28.431
2000-06-01,"2000","06","01",16.316
2000-07-01,"2000","07","01",22.172
2000-08-01,"2000","08","01",32.646
2000-09-01,"2000","09","01",41.344
2000-10-01,"2000","10","01",67.242
2000-11-01,"2000","11","01",64.34
2000-12-01,"2000","12","01",90.691
2001-01-01,"2001","01","01",95.237
2001-02-01,"2001","02","01",82.812
