date,Tmax,Tmin,Tair
1979-01-01,10.870149,2.8429366,6.8565428
1979-01-02,13.042206,3.0766108,8.0594084
1979-01-03,14.780761,4.4850967,9.63292885
1979-01-04,15.689641,5.2520797,10.47086035
1979-01-05,15.578084,6.2934691,10.93577655
1979-01-06,14.899651,6.7158728,10.8077619
1979-01-07,14.921321,6.7481662,10.8347436
1979-01-08,14.530536,6.4148693,10.47270265
1979-01-09,14.917887,5.8577217,10.38780435
1979-01-10,14.254867,5.1625011,9.70868405
1979-01-11,12.825575,4.6938542,8.7597146
1979-01-12,9.5191147,2.8015329,6.1603238
1979-01-13,12.302005,2.6739627,7.48798385
1979-01-14,13.94745,3.8424129,8.89493145
1979-01-15,13.685851,4.649768,9.1678095
1979-01-16,14.292156,4.595073,9.4436145
1979-01-17,15.783581,5.7387843,10.76118265
1979-01-18,15.397702,7.5228215,11.46026175
1979-01-19,13.855209,6.6656916,10.2604503
1979-01-20,14.871589,5.8372909,10.35443995
1979-01-21,14.722012,6.1910487,10.45653035
1979-01-22,13.595858,5.4646284,9.5302432
1979-01-23,12.483439,4.568815,8.526127
1979-01-24,13.538292,4.1263372,8.8323146
1979-01-25,14.306776,5.2609141,9.78384505
1979-01-26,14.077569,6.1070243,10.09229665
1979-01-27,14.302855,5.3345916,9.8187233
1979-01-28,14.79565,6.0871426,10.4413963
1979-01-29,14.535228,6.6915616,10.6133948
1979-01-30,12.26311,6.9750624,9.6190862
1979-01-31,11.740319,4.833641,8.28698
1979-02-01,12.500869,4.1311057,8.31598735
1979-02-02,12.035186,5.4172031,8.72619455
1979-02-03,11.678082,4.7725417,8.22531185
1979-02-04,10.61151,3.170933,6.8912215
1979-02-05,11.476781,3.9670777,7.72192935
1979-02-06,10.208607,2.2656531,6.23713005
1979-02-07,9.7995485,3.905073,6.85231075
1979-02-08,7.7533261,3.4772971,5.6153116
1979-02-09,8.758704,1.2516981,5.00520105
1979-02-10,11.794418,2.6125193,7.20346865
1979-02-11,11.139429,3.6878256,7.4136273
1979-02-12,11.437201,2.433887,6.935544
1979-02-13,10.37595,2.6982211,6.53708555
1979-02-14,7.9470996,2.4087447,5.17792215
1979-02-15,9.6372079,1.7142432,5.67572555
1979-02-16,11.084602,2.6736322,6.8791171
1979-02-17,11.21991,3.4042202,7.3120651
1979-02-18,12.121338,3.6508113,7.88607465
1979-02-19,10.229264,3.4595151,6.84438955
1979-02-20,14.395083,4.1600962,9.2775896
1979-02-21,17.883771,6.7956982,12.3397346
1979-02-22,15.933093,7.8530245,11.89305875
1979-02-23,12.759861,7.5618166,10.1608388
1979-02-24,11.525041,5.8113796,8.6682103
1979-02-25,12.713402,3.3026111,8.00800655
1979-02-26,12.44531,4.2713079,8.35830895
1979-02-27,11.708611,2.7277181,7.21816455
1979-02-28,13.3234,4.5782819,8.95084095
1979-03-01,13.297906,6.246815,9.7723605
1979-03-02,10.276599,4.2864676,7.2815333
1979-03-03,11.805286,3.4456919,7.62548895
1979-03-04,9.8721251,3.3572574,6.61469125
1979-03-05,12.270798,3.2085036,7.7396508
1979-03-06,10.659084,3.4348607,7.04697235
1979-03-07,12.138185,2.9473189,7.54275195
1979-03-08,8.9293078,1.962595,5.4459514
1979-03-09,11.098658,2.3409341,6.71979605
1979-03-10,10.694797,2.7382323,6.71651465
1979-03-11,9.2787138,3.343433,6.3110734
1979-03-12,7.3880595,2.4401354,4.91409745
1979-03-13,11.48263,1.2431112,6.3628706
1979-03-14,12.799387,3.3374976,8.0684423
1979-03-15,12.629794,3.7613646,8.1955793
1979-03-16,13.270868,4.5464864,8.9086772
1979-03-17,13.563024,4.9961983,9.27961115
1979-03-18,13.318427,5.2221591,9.27029305
1979-03-19,14.079019,5.5986324,9.8388257
1979-03-20,15.275693,5.8437112,10.5597021
1979-03-21,12.449038,5.0594516,8.7542448
1979-03-22,9.7831905,2.8062878,6.29473915
1979-03-23,12.460005,4.3975675,8.42878625
1979-03-24,12.854495,3.4743744,8.1644347
1979-03-25,10.290828,3.8042124,7.0475202
1979-03-26,8.5653448,2.2174469,5.39139585
1979-03-27,8.6568142,1.232882,4.9448481
1979-03-28,10.794053,1.9711552,6.3826041
1979-03-29,11.991244,3.3494327,7.67033835
1979-03-30,11.34529,4.4744611,7.90987555
1979-03-31,14.649185,3.9858467,9.31751585
1979-04-01,10.71064,2.3461124,6.5283762
1979-04-02,7.5574467,1.8006261,4.6790364
1979-04-03,2.5569296,-0.71072169,0.923103955
1979-04-04,-0.71433114,-4.33601,-2.52517057
1979-04-05,5.805351,-6.7848464,-0.4897477
1979-04-06,10.032498,-2.3148554,3.8588213
1979-04-07,10.851697,1.0726777,5.96218735
1979-04-08,8.2709414,1.9854981,5.12821975
1979-04-09,9.640737,0.38642398,5.01358049
1979-04-10,11.75158,1.9880281,6.86980405
1979-04-11,10.646178,2.8133895,6.72978375
1979-04-12,7.5699405,1.1091448,4.33954265
1979-04-13,7.6297693,0.4834283,4.0565988
1979-04-14,9.0694077,-0.049078244,4.510164728
1979-04-15,12.489819,0.92615239,6.707985695
1979-04-16,11.127429,1.837091,6.48226
1979-04-17,11.360081,2.8663119,7.11319645
1979-04-18,9.7130007,2.7110277,6.2120142
1979-04-19,10.828186,2.112514,6.47035
1979-04-20,10.971088,2.2812127,6.62615035
1979-04-21,10.041827,2.182278,6.1120525
1979-04-22,10.556711,2.2349234,6.3958172
1979-04-23,10.776173,1.6607252,6.2184491
1979-04-24,9.3692302,2.6515522,6.0103912
1979-04-25,8.7946838,2.1462498,5.4704668
1979-04-26,9.9297226,0.84025059,5.384986595
1979-04-27,6.7070218,1.0084894,3.8577556
1979-04-28,0.76769385,-3.8924406,-1.562373375
1979-04-29,3.2549355,-7.4850717,-2.1150681
1979-04-30,5.6635188,-2.8224568,1.420531
1979-05-01,6.4527112,0.246573,3.3496421
1979-05-02,2.1729042,-2.4001586,-0.1136272
1979-05-03,0.72538732,-6.0635805,-2.66909659
1979-05-04,5.240449,-4.6494817,0.29548365
1979-05-05,3.5014927,-2.4197207,0.540886
1979-05-06,4.1600597,-2.7103251,0.7248673
1979-05-07,4.8680109,-4.0636214,0.40219475
1979-05-08,2.8724406,-3.1306758,-0.1291176
1979-05-09,5.4339017,-2.1838272,1.62503725
1979-05-10,4.0869969,-1.4282162,1.32939035
1979-05-11,4.6411642,-3.0687723,0.78619595
1979-05-12,5.370828,-3.9447051,0.71306145
1979-05-13,3.2164776,-3.96228,-0.3729012
1979-05-14,6.8738519,-2.3539829,2.2599345
1979-05-15,5.0193197,-1.2473464,1.88598665
1979-05-16,4.4148338,-1.1489538,1.63294
1979-05-17,1.3762029,-3.0843494,-0.85407325
1979-05-18,2.820525,-3.3441833,-0.26182915
1979-05-19,6.9595183,-0.86389777,3.047810265
1979-05-20,7.4071079,-0.58353183,3.411788035
1979-05-21,4.3815047,-1.3798006,1.50085205
1979-05-22,6.2533766,-1.327703,2.4628368
1979-05-23,7.006123,-0.42975449,3.288184255
1979-05-24,8.027916,0.24391131,4.135913655
1979-05-25,3.6445272,-2.8897277,0.37739975
1979-05-26,6.4488546,-3.8588034,1.2950256
1979-05-27,5.7721823,-1.4452634,2.16345945
1979-05-28,1.5549866,-3.5687585,-1.00688595
1979-05-29,1.9120977,-5.4744308,-1.78116655
1979-05-30,6.0408183,-3.7735197,1.1336493
1979-05-31,8.8895244,-0.52375529,4.182884555
1979-06-01,7.9757625,0.063519369,4.0196409345
1979-06-02,4.4573759,-1.4800979,1.488639
1979-06-03,0.74330104,-5.058844,-2.15777148
1979-06-04,0.61496103,-7.0833913,-3.234215135
1979-06-05,0.37282386,-8.2859889,-3.95658252
1979-06-06,-0.19980293,-7.5174983,-3.858650615
1979-06-07,1.2181289,-7.070086,-2.92597855
1979-06-08,4.3248488,-5.3772909,-0.52622105
1979-06-09,2.8681314,-4.842275,-0.9870718
1979-06-10,0.081179621,-7.4849468,-3.7018835895
1979-06-11,0.56967462,-7.8130857,-3.62170554
1979-06-12,2.3325398,-5.0736737,-1.37056695
1979-06-13,4.353131,-4.2250201,0.0640554500000001
1979-06-14,4.0260527,-3.9837406,0.0211560500000001
1979-06-15,2.8402024,-4.8270789,-0.99343825
1979-06-16,5.426066,-3.3824891,1.02178845
1979-06-17,6.2074952,-2.5405827,1.83345625
1979-06-18,5.1797786,-2.4044699,1.38765435
1979-06-19,4.6531258,-3.1549771,0.74907435
1979-06-20,4.8798783,-3.2389535,0.8204624
1979-06-21,5.715205,-3.1997733,1.25771585
1979-06-22,2.1868064,-4.5578625,-1.18552805
1979-06-23,-2.0252263,-7.845003,-4.93511465
1979-06-24,2.6776956,-6.7403012,-2.0313028
1979-06-25,6.2725062,-2.8819361,1.69528505
1979-06-26,6.4856829,-2.9975992,1.74404185
1979-06-27,6.6840358,-2.6142445,2.03489565
1979-06-28,6.1688404,-3.0785173,1.54516155
1979-06-29,4.8792379,-3.5072402,0.68599885
1979-06-30,-0.70663778,-6.6201171,-3.66337744
1979-07-01,2.8384497,-5.3994702,-1.28051025
1979-07-02,4.1702259,-4.6875234,-0.25864875
1979-07-03,3.5951178,-3.4339245,0.0805966500000002
1979-07-04,4.9156934,-3.5699469,0.67287325
1979-07-05,5.9952213,-1.7691109,2.1130552
1979-07-06,4.8557886,-2.5847849,1.13550185
1979-07-07,4.9489926,-3.3387429,0.80512485
1979-07-08,7.9268049,-1.9695453,2.9786298
1979-07-09,8.3716687,-0.96469821,3.703485245
1979-07-10,7.6856972,-1.609988,3.0378546
1979-07-11,8.268093,-2.0084211,3.12983595
1979-07-12,7.6349684,-2.3319524,2.651508
1979-07-13,3.8611576,-3.8075827,0.0267874499999998
1979-07-14,2.6314814,-5.4121144,-1.3903165
1979-07-15,5.0466948,-5.3394099,-0.14635755
1979-07-16,5.6861581,-4.2641694,0.71099435
1979-07-17,2.9013428,-4.6902442,-0.8944507
1979-07-18,-1.4035837,-8.2252323,-4.814408
1979-07-19,6.881088,-5.4586292,0.7112294
1979-07-20,7.7693972,-2.8086492,2.480374
1979-07-21,5.0413525,-4.5582062,0.24157315
1979-07-22,4.0293034,-4.7315686,-0.3511326
1979-07-23,2.0924701,-4.2629616,-1.08524575
1979-07-24,-0.28662301,-7.5130377,-3.899830355
1979-07-25,2.3404335,-8.1946336,-2.92710005
1979-07-26,1.4622853,-4.6562107,-1.5969627
1979-07-27,3.3816026,-3.3426582,0.0194722000000001
1979-07-28,4.7562269,-1.6978432,1.52919185
1979-07-29,6.0344331,-2.6769933,1.6787199
1979-07-30,4.0196227,-2.821765,0.59892885
1979-07-31,-0.2443932,-6.960954,-3.6026736
1979-08-01,-2.4349455,-7.1778761,-4.8064108
1979-08-02,-0.86063979,-9.4551624,-5.157901095
1979-08-03,-2.350152,-8.5362548,-5.4432034
1979-08-04,0.63194539,-6.161082,-2.764568305
1979-08-05,3.6127951,-4.5811945,-0.4841997
1979-08-06,2.9604257,-3.706468,-0.37302115
1979-08-07,4.8371347,-2.6777251,1.0797048
1979-08-08,5.7255012,-2.2332789,1.74611115
1979-08-09,8.1778701,-1.9046181,3.136626
1979-08-10,7.9371103,-1.5577702,3.18967005
1979-08-11,8.0478887,-1.2373795,3.4052546
1979-08-12,6.5532026,-1.5214427,2.51587995
1979-08-13,5.2306757,-3.7981429,0.7162664
1979-08-14,4.6676118,-3.1691855,0.74921315
1979-08-15,3.0547195,-4.1868569,-0.5660687
1979-08-16,2.01127,-7.5516685,-2.77019925
1979-08-17,5.2614255,-7.1830968,-0.96083565
1979-08-18,8.9896108,-1.5664691,3.71157085
1979-08-19,9.4422158,-0.60751748,4.41734916
1979-08-20,8.4940897,-0.67808242,3.90800364
1979-08-21,6.4702343,-1.5616601,2.4542871
1979-08-22,7.9389374,-1.0780242,3.4304566
1979-08-23,7.5546705,-0.48526035,3.534705075
1979-08-24,4.4812616,-1.375982,1.5526398
1979-08-25,0.42571956,-5.9998851,-2.78708277
1979-08-26,2.3669266,-5.9200948,-1.7765841
1979-08-27,-0.38749011,-5.844577,-3.116033555
1979-08-28,0.92096106,-7.1938791,-3.13645902
1979-08-29,5.7572685,-2.5035978,1.62683535
1979-08-30,4.3974412,-1.7078225,1.34480935
1979-08-31,0.46406486,-5.4203018,-2.47811847
1979-09-01,-2.6159182,-8.3260166,-5.4709674
1979-09-02,1.3870387,-9.1489755,-3.8809684
1979-09-03,3.1880731,-6.5579481,-1.6849375
1979-09-04,4.2966402,-5.2492505,-0.47630515
1979-09-05,6.1772855,-2.9904001,1.5934427
1979-09-06,5.6594443,-2.8591922,1.40012605
1979-09-07,2.1360198,-3.8990817,-0.88153095
1979-09-08,0.97591736,-6.9213844,-2.97273352
1979-09-09,5.359445,-5.9782188,-0.3093869
1979-09-10,6.3488596,-2.6301239,1.85936785
1979-09-11,1.7702576,-5.4381081,-1.83392525
1979-09-12,-1.1950854,-8.3314989,-4.76329215
1979-09-13,0.92363908,-11.551602,-5.31398146
1979-09-14,-2.7312375,-8.6441131,-5.6876753
1979-09-15,-0.030259173,-9.9484479,-4.9893535365
1979-09-16,0.84944738,-10.140043,-4.64529781
1979-09-17,0.74516712,-8.8617465,-4.05828969
1979-09-18,5.2972379,-6.2067881,-0.4547751
1979-09-19,5.8452503,-3.4498587,1.1976958
1979-09-20,5.2647613,-1.8088561,1.7279526
1979-09-21,5.9556782,-3.2045514,1.3755634
1979-09-22,5.632588,-1.7369271,1.94783045
1979-09-23,3.4169116,-2.0153909,0.70076035
1979-09-24,2.9331367,-4.015409,-0.54113615
1979-09-25,4.7668979,-3.6959274,0.53548525
1979-09-26,1.0552974,-3.9806481,-1.46267535
1979-09-27,-1.0354684,-6.4136398,-3.7245541
1979-09-28,-2.0140423,-8.7037646,-5.35890345
1979-09-29,-1.7040709,-11.392622,-6.54834645
1979-09-30,-0.51263258,-10.737323,-5.62497779
1979-10-01,-1.4932117,-8.1961965,-4.8447041
1979-10-02,2.1647886,-5.80652,-1.8208657
1979-10-03,2.1811809,-5.9481141,-1.8834666
1979-10-04,1.8651714,-5.270134,-1.7024813
1979-10-05,1.2505766,-5.3067564,-2.0280899
1979-10-06,4.7260176,-5.537637,-0.4058097
1979-10-07,8.5023426,-3.461733,2.5203048
1979-10-08,10.933949,0.24338436,5.58866668
1979-10-09,8.9853013,0.67829408,4.83179769
1979-10-10,7.7595827,-0.6328519,3.5633654
1979-10-11,8.4903235,-1.4549228,3.51770035
1979-10-12,7.6827499,-1.6855315,2.9986092
1979-10-13,6.6708539,-2.5118969,2.0794785
1979-10-14,8.8796131,-1.8940119,3.4928006
1979-10-15,10.056455,-0.30791972,4.87426764
1979-10-16,9.9711596,0.55783511,5.264497355
1979-10-17,10.345508,0.24710844,5.29630822
1979-10-18,9.420844,0.94833723,5.184590615
1979-10-19,10.085503,1.2404844,5.6629937
1979-10-20,6.2036389,0.1525008,3.17806985
1979-10-21,6.5583239,-1.984669,2.28682745
1979-10-22,6.3804758,-2.0621474,2.1591642
1979-10-23,8.339537,-0.74820763,3.795664685
1979-10-24,5.3490301,-1.0356064,2.15671185
1979-10-25,6.9944079,-1.5389318,2.72773805
1979-10-26,10.400712,0.48930173,5.445006865
1979-10-27,7.3759727,-0.1493322,3.61332025
1979-10-28,4.6178414,-1.2401901,1.68882565
1979-10-29,2.0181769,-3.2825411,-0.6321821
1979-10-30,5.3758874,-3.6427999,0.86654375
1979-10-31,6.4801054,-1.9839937,2.24805585
1979-11-01,8.1303203,-0.93253391,3.598893195
1979-11-02,8.8868142,0.14973505,4.518274625
1979-11-03,8.7231181,0.23424665,4.478682375
1979-11-04,9.3358198,0.82202177,5.078920785
1979-11-05,6.413008,1.7018275,4.05741775
1979-11-06,6.4612843,-0.21600612,3.12263909
1979-11-07,2.8248046,1.1169913,1.97089795
1979-11-08,4.7661316,-0.41242911,2.176851245
1979-11-09,10.235359,-0.75671341,4.739322795
1979-11-10,11.464375,3.6015718,7.5329734
1979-11-11,9.9575179,3.4067321,6.682125
1979-11-12,4.8936176,1.0236466,2.9586321
1979-11-13,5.3144925,-2.0607964,1.62684805
1979-11-14,8.2067557,-0.22985371,3.988450995
1979-11-15,9.1060179,2.1615265,5.6337722
1979-11-16,4.0911848,2.6331137,3.36214925
1979-11-17,2.8244044,-1.2408773,0.79176355
1979-11-18,2.4999429,-0.85731033,0.821316285
1979-11-19,5.1219336,1.7524033,3.43716845
1979-11-20,6.6714199,1.1785047,3.9249623
1979-11-21,5.6016674,0.26333036,2.93249888
1979-11-22,5.6710109,-0.51491637,2.578047265
1979-11-23,7.5775617,-0.41637448,3.58059361
1979-11-24,8.5254842,-0.047226049,4.2391290755
1979-11-25,9.9785946,2.0004103,5.98950245
1979-11-26,11.552909,4.1155321,7.83422055
1979-11-27,8.7075293,5.2046922,6.95611075
1979-11-28,8.7622834,2.4753747,5.61882905
1979-11-29,6.0523383,2.3434459,4.1978921
1979-11-30,6.768485,-0.092455546,3.338014727
1979-12-01,8.8565267,1.9204831,5.3885049
1979-12-02,6.9324723,2.8353072,4.88388975
1979-12-03,6.4904411,1.900001,4.19522105
1979-12-04,6.4017768,2.4964373,4.44910705
1979-12-05,4.8675154,1.3590958,3.1133056
1979-12-06,6.9649528,2.0009273,4.48294005
1979-12-07,11.687454,3.6794238,7.6834389
1979-12-08,13.770677,5.2242793,9.49747815
1979-12-09,14.683321,5.6349743,10.15914765
1979-12-10,11.115407,4.6821943,7.89880065
1979-12-11,7.8778225,4.2953651,6.0865938
1979-12-12,9.2018772,4.9307142,7.0662957
1979-12-13,6.1479017,3.6995378,4.92371975
1979-12-14,7.191845,2.8343822,5.0131136
1979-12-15,10.35011,3.8094884,7.0797992
1979-12-16,10.107152,3.3085947,6.70787335
1979-12-17,9.8218346,3.5689573,6.69539595
1979-12-18,7.8945598,2.9602942,5.427427
1979-12-19,6.9308731,1.7205146,4.32569385
1979-12-20,7.0007224,0.8136503,3.90718635
1979-12-21,8.9312332,0.72359769,4.827415445
1979-12-22,9.8162328,2.1930522,6.0046425
1979-12-23,10.05965,2.774682,6.417166
1979-12-24,11.459875,3.4964809,7.47817795
1979-12-25,10.732741,4.7699136,7.7513273
1979-12-26,10.667144,4.1117717,7.38945785
1979-12-27,10.661274,3.4057384,7.0335062
1979-12-28,13.149834,3.7443721,8.44710305
1979-12-29,11.247973,3.6411223,7.44454765
1979-12-30,12.021405,4.7105609,8.36598295
1979-12-31,13.122062,4.5564974,8.8392797
1980-01-01,12.883002,4.6395961,8.76129905
1980-01-02,11.922103,3.943635,7.932869
1980-01-03,11.39734,3.2190102,7.3081751
1980-01-04,7.9578422,2.7268263,5.34233425
1980-01-05,11.262543,1.4396536,6.3510983
1980-01-06,11.733967,2.9000447,7.31700585
1980-01-07,12.214302,2.3797691,7.29703555
1980-01-08,14.007353,3.1267262,8.5670396
1980-01-09,13.803626,2.9530059,8.37831595
1980-01-10,15.87054,4.845961,10.3582505
1980-01-11,13.998266,4.5836448,9.2909554
1980-01-12,14.221963,4.514035,9.367999
1980-01-13,13.461871,6.2445136,9.8531923
1980-01-14,11.190724,5.2587398,8.2247319
1980-01-15,12.655281,3.1116825,7.88348175
1980-01-16,13.6103,4.0135156,8.8119078
1980-01-17,13.972664,3.5701571,8.77141055
1980-01-18,13.338429,4.7213887,9.02990885
1980-01-19,14.139419,6.0583075,10.09886325
1980-01-20,15.135026,7.5091001,11.32206305
1980-01-21,14.988489,6.8051001,10.89679455
1980-01-22,13.829576,6.0876442,9.9586101
1980-01-23,12.797662,5.6974287,9.24754535
1980-01-24,13.621376,4.5145772,9.0679766
1980-01-25,12.930625,5.3227484,9.1266867
1980-01-26,12.85707,4.4738458,8.6654579
1980-01-27,13.236284,5.3129225,9.27460325
1980-01-28,12.973362,5.656083,9.3147225
1980-01-29,11.30763,4.1844664,7.7460482
1980-01-30,9.7368388,3.4456037,6.59122125
1980-01-31,11.548069,2.9854697,7.26676935
1980-02-01,10.172278,3.6918453,6.93206165
1980-02-02,10.368983,1.9262708,6.1476269
1980-02-03,10.431998,1.8786664,6.1553322
1980-02-04,8.154969,2.0107768,5.0828729
1980-02-05,11.419249,1.2332109,6.32622995
1980-02-06,9.0853428,2.1479523,5.61664755
1980-02-07,12.918191,2.4180507,7.66812085
1980-02-08,12.036463,3.0487469,7.54260495
1980-02-09,6.1792703,1.1817122,3.68049125
1980-02-10,8.3740136,-3.0106697,2.68167195
1980-02-11,11.112308,2.0462825,6.57929525
1980-02-12,13.614951,4.8949647,9.25495785
1980-02-13,15.650186,6.2921189,10.97115245
1980-02-14,13.362721,6.2730843,9.81790265
1980-02-15,14.310579,4.7337913,9.52218515
1980-02-16,15.576994,8.4957124,12.0363532
1980-02-17,14.900787,8.1216513,11.51121915
1980-02-18,12.862417,6.156188,9.5093025
1980-02-19,10.958415,5.1880754,8.0732452
1980-02-20,8.6280849,4.8237544,6.72591965
1980-02-21,10.125125,4.3923122,7.2587186
1980-02-22,9.7039678,2.7085734,6.2062706
1980-02-23,7.5178636,2.5503939,5.03412875
1980-02-24,12.313937,1.406913,6.860425
1980-02-25,11.590628,3.3354203,7.46302415
1980-02-26,10.240021,3.2868819,6.76345145
1980-02-27,11.733647,3.1840447,7.45884585
1980-02-28,10.988599,3.7485063,7.36855265
1980-02-29,9.2505736,1.8033852,5.5269794
1980-03-01,10.265396,2.0968504,6.1811232
1980-03-02,13.388862,3.3790225,8.38394225
1980-03-03,13.43195,4.9858642,9.2089071
1980-03-04,11.524459,4.3333113,7.92888515
1980-03-05,9.3240634,3.1075622,6.2158128
1980-03-06,12.278486,3.5387964,7.9086412
1980-03-07,13.129154,4.8154562,8.9723051
1980-03-08,14.118274,6.1184233,10.11834865
1980-03-09,14.20803,6.540826,10.374428
1980-03-10,12.560167,6.6022005,9.58118375
1980-03-11,13.259612,5.228796,9.244204
1980-03-12,14.431355,5.8580014,10.1446782
1980-03-13,14.06396,6.4084108,10.2361854
1980-03-14,14.502753,4.7782673,9.64051015
1980-03-15,14.16524,5.7088978,9.9370689
1980-03-16,16.391175,7.0887912,11.7399831
1980-03-17,17.639357,8.4942226,13.0667898
1980-03-18,16.976526,8.8610368,12.9187814
1980-03-19,16.750462,9.3561286,13.0532953
1980-03-20,17.793288,8.814798,13.304043
1980-03-21,14.832817,8.4176853,11.62525115
1980-03-22,12.009167,6.4939089,9.25153795
1980-03-23,11.807435,5.1011521,8.45429355
1980-03-24,10.545704,3.9322792,7.2389916
1980-03-25,11.374659,3.3523564,7.3635077
1980-03-26,15.865816,5.2197321,10.54277405
1980-03-27,17.482236,7.9423816,12.7123088
1980-03-28,15.460517,6.3100285,10.88527275
1980-03-29,14.56881,7.1754082,10.8721091
1980-03-30,13.252236,5.1640962,9.2081661
1980-03-31,19.118044,4.7242061,11.92112505
1980-04-01,11.322374,3.9972787,7.65982635
1980-04-02,10.476123,3.2934807,6.88480185
1980-04-03,8.4526298,3.0185558,5.7355928
1980-04-04,8.1235899,2.8265854,5.47508765
1980-04-05,8.8285723,3.1041232,5.96634775
1980-04-06,9.8170239,2.3974251,6.1072245
1980-04-07,7.0044634,1.821314,4.4128887
1980-04-08,3.4320135,0.29302467,1.862519085
1980-04-09,1.409949,0.077412082,0.743680541
1980-04-10,0.78358159,-0.37768925,0.20294617
1980-04-11,0.23842769,-1.6528842,-0.707228255
1980-04-12,-1.5520891,-3.3874512,-2.46977015
1980-04-13,-1.2744489,-6.4633531,-3.868901
1980-04-14,-1.4920967,-8.9422256,-5.21716115
1980-04-15,2.4197862,-4.5981541,-1.08918395
1980-04-16,5.2514993,-0.79650931,2.227494995
1980-04-17,2.9479599,-0.7934453,1.0772573
1980-04-18,5.0995169,-1.2896455,1.9049357
1980-04-19,7.4141681,0.059292157,3.7367301285
1980-04-20,9.6591566,1.856697,5.7579268
1980-04-21,7.2094117,1.7056782,4.45754495
1980-04-22,3.724074,-0.46722206,1.62842597
1980-04-23,2.1209268,-1.4552361,0.33284535
1980-04-24,3.9380996,-0.2004878,1.8688059
1980-04-25,7.0730651,-0.74288161,3.165091745
1980-04-26,6.9802272,-0.78249735,3.098864925
1980-04-27,6.3350156,-0.63698168,2.84901696
1980-04-28,6.4414114,-0.14177146,3.14981997
1980-04-29,2.1221126,-1.6974199,0.21234635
1980-04-30,2.754909,-4.3633029,-0.80419695
1980-05-01,2.830515,-3.5268866,-0.3481858
1980-05-02,5.1133613,-3.2673878,0.92298675
1980-05-03,4.6443184,-2.2838044,1.180257
1980-05-04,2.4824554,-2.6005239,-0.0590342500000001
1980-05-05,1.5538688,-3.820055,-1.1330931
1980-05-06,4.6335652,-2.3336057,1.14997975
1980-05-07,2.9836235,-2.9853648,-0.000870649999999973
1980-05-08,1.7111053,-3.1275327,-0.7082137
1980-05-09,0.29918347,-3.9437765,-1.822296515
1980-05-10,0.34935661,-2.6508795,-1.150761445
1980-05-11,5.2094632,-0.24374906,2.48285707
1980-05-12,5.8005905,0.176693,2.98864175
1980-05-13,5.5204677,-0.81726129,2.351603205
1980-05-14,2.8902737,-1.6004879,0.6448929
1980-05-15,4.2169144,-1.9245771,1.14616865
1980-05-16,4.7203169,-2.9255852,0.89736585
1980-05-17,3.0942795,-3.314614,-0.11016725
1980-05-18,3.5312524,-2.08022,0.7255162
1980-05-19,1.0125445,-2.9723912,-0.97992335
1980-05-20,0.9071797,-2.6520913,-0.8724558
1980-05-21,2.4791655,-1.6861917,0.3964869
1980-05-22,7.2280696,0.29917463,3.763622115
1980-05-23,4.952541,-3.4718059,0.74036755
1980-05-24,7.9757786,-4.4505134,1.7626326
1980-05-25,7.5673307,-1.3350453,3.1161427
1980-05-26,5.8722279,-1.5314132,2.17040735
1980-05-27,1.0095041,-3.7952223,-1.3928591
1980-05-28,4.6790631,-2.4798162,1.09962345
1980-05-29,3.0344361,-1.923471,0.55548255
1980-05-30,2.0065818,-1.8515895,0.0774961500000001
1980-05-31,2.7574037,-1.7213167,0.5180435
1980-06-01,4.8864675,-1.3274104,1.77952855
1980-06-02,5.9547975,-2.0483997,1.9531989
1980-06-03,6.6775525,-1.8552153,2.4111686
1980-06-04,6.318003,-0.18643115,3.065785925
1980-06-05,4.8652208,-1.5947323,1.63524425
1980-06-06,3.4051718,-3.1125939,0.14628895
1980-06-07,1.7429661,-3.5709763,-0.9140051
1980-06-08,-1.780187,-5.8886387,-3.83441285
1980-06-09,1.6652708,-6.2180217,-2.27637545
1980-06-10,3.3137838,-4.5103475,-0.59828185
1980-06-11,0.29781642,-5.510948,-2.60656579
1980-06-12,-2.3222279,-6.9098985,-4.6160632
1980-06-13,0.93485913,-7.543283,-3.304211935
1980-06-14,4.5583167,-4.0464257,0.2559455
1980-06-15,3.8442431,-1.2664437,1.2888997
1980-06-16,3.2142689,-2.3442498,0.43500955
1980-06-17,5.5102226,-1.2327843,2.13871915
1980-06-18,4.842776,-2.2974859,1.27264505
1980-06-19,5.9838589,-1.4473741,2.2682424
1980-06-20,7.2194821,-0.47675736,3.37136237
1980-06-21,5.7189915,-1.947697,1.88564725
1980-06-22,6.0789805,-2.007636,2.03567225
1980-06-23,1.5784172,-4.7918185,-1.60670065
1980-06-24,-5.1681849,-10.068233,-7.61820895
1980-06-25,-7.4850436,-11.76054,-9.6227918
1980-06-26,-0.12230256,-8.64533,-4.38381628
1980-06-27,0.180585,-3.7179994,-1.7687072
1980-06-28,-0.72739145,-3.692215,-2.209803225
1980-06-29,-2.5131943,-6.7283889,-4.6207916
1980-06-30,-4.7616208,-10.947923,-7.8547719
1980-07-01,-0.49969078,-7.3093681,-3.90452944
1980-07-02,2.1772457,-4.514926,-1.16884015
1980-07-03,2.0383966,-4.5406677,-1.25113555
1980-07-04,2.0143993,-4.5403152,-1.26295795
1980-07-05,0.35241733,-5.6315999,-2.639591285
1980-07-06,-2.1148555,-7.36762,-4.74123775
